,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Cabin_num,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e
46,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,True,612.0,False,False,True,False,False,False,False,False,True,False,0,False,True,False,False,True
47,0.0,16.0,0.0,0.0,0.0,0.0,0.0,21.0,False,318.0,True,False,False,False,False,False,False,False,False,True,0,True,False,False,True,False
48,0.0,13.0,0.0,2.0,0.0,45.0,31.0,0.0,False,944.0,True,False,False,False,False,False,False,False,True,False,0,True,False,False,False,True
49,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,False,144.0,False,True,False,False,False,True,False,False,False,False,0,True,False,True,False,False
50,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,False,26.0,False,True,False,False,True,False,False,False,False,False,0,True,False,False,False,True
51,0.0,18.0,0.0,737.0,3.0,645.9650455927045,0.0,1.0,True,443.0,True,False,False,False,False,False,False,False,True,False,0,False,True,False,False,True
52,0.0,46.0,0.0,0.0,7761.908814589666,7.0,435.2857142857142,5316.288753799394,False,137.0,False,True,False,False,True,False,False,False,False,False,0,False,True,False,False,True
53,0.0,10.0,0.0,0.0,217.0,1002.6261398176305,3.0,0.0,True,520.0,True,False,False,False,False,False,False,False,False,True,0,True,False,False,False,True
54,0.0,49.0,0.0,349.3313069908817,2.0,0.0,2.0,0.0,True,1516.0,True,False,False,False,False,False,False,False,True,False,0,False,True,True,False,False
55,0.0,49.0,1.0,1111.9817629179336,0.0,0.0,0.0,2965.142857142856,False,117.0,False,True,False,True,False,False,False,False,False,False,0,False,True,False,False,True
56,0.0,54.0,0.0,546.0,0.0,720.5501519756848,12.0,13.0,False,191.0,False,False,True,False,False,False,True,False,False,False,0,True,False,False,True,False
57,0.0,9.0,0.0,4.0,222.0,0.0,0.0,529.2249240121589,True,560.0,True,False,False,False,False,False,False,False,False,True,0,True,False,False,False,True
58,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,False,239.0,True,False,False,False,False,False,False,False,False,True,0,True,False,False,False,True
59,0.0,40.0,0.0,6.0,0.0,163.9528875379939,3049.9939209726435,0.0,False,1100.0,True,False,False,False,False,False,False,False,False,True,0,True,False,False,False,True
60,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,True,729.0,True,False,False,False,False,False,False,False,False,True,0,False,True,False,False,True
61,0.0,56.0,0.0,0.0,2683.890577507599,0.0,419.0,90.0,False,243.0,False,True,False,False,False,False,True,False,False,False,0,False,True,False,False,True
62,1.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,True,343.0,True,False,False,False,False,False,False,False,False,True,0,True,False,False,True,False
63,1.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,False,549.0,False,False,True,False,False,False,False,True,False,False,0,True,False,False,False,True
64,0.0,52.0,0.0,0.0,564.1094224924012,5.0,11.0,53.0,False,398.0,True,False,False,False,False,False,False,False,True,False,0,False,True,False,False,True
65,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,False,12.0,False,True,False,False,True,False,False,False,False,False,0,True,False,True,False,False
66,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,False,692.0,True,False,False,True,False,False,False,False,False,False,0,True,False,False,False,True
67,0.0,57.0,0.0,0.0,1185.2416413373858,146.2917933130699,881.0,0.0,True,277.0,False,False,True,False,False,False,True,False,False,False,0,False,True,False,False,True
68,0.0,26.0,0.0,0.0,0.0,0.0,85.0,8193.617021276596,False,71.0,False,True,False,False,False,True,False,False,False,False,0,True,False,False,False,True
69,0.0,27.0,0.0,0.0,12.0,9.0,16.0,156.18541033434653,False,416.0,False,True,False,False,False,False,False,True,False,False,0,False,True,False,False,True
70,0.0,53.0,0.0,1086.3313069908818,224.7173252279637,1028.656534954408,0.0,2.0,False,167.0,True,False,False,False,False,False,False,False,True,False,0,True,False,False,False,True
71,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,True,372.0,False,False,True,False,False,False,False,False,True,False,0,False,True,False,False,True
72,0.0,22.0,0.0,3036.8966565349547,0.0,880.0,0.0,2220.8753799392066,False,0.0,False,True,False,False,False,False,True,False,False,False,0,False,True,False,False,True
73,0.0,18.0,0.0,0.0,1028.0,741.0790273556232,78.0,0.0,True,84.0,False,False,True,False,False,False,True,False,False,False,0,True,False,True,False,False
74,0.0,19.0,0.0,0.0,0.0,81.0,0.0,0.0,True,643.0,False,False,True,False,False,False,False,False,True,False,0,False,True,False,False,True
75,0.0,56.0,0.0,76.38601823708211,809.0,0.0,101.0,707.5775075987845,False,215.0,False,False,True,False,False,False,True,False,False,False,0,True,False,True,False,False
76,0.0,20.0,0.0,0.0,0.0,0.0,1345.1306990881487,39.0,False,108.0,False,True,False,True,False,False,False,False,False,False,0,False,True,False,False,True
77,0.0,2.0,0.0,75.48328267477198,0.0,0.0,0.0,0.0,False,837.0,True,False,False,False,False,False,False,False,False,True,0,False,True,False,False,True
78,0.0,18.0,0.0,0.0,0.0,23.0,6.0,0.0,True,865.0,False,False,True,False,False,False,False,False,True,False,0,False,True,False,False,True
79,1.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1052.0,True,False,False,False,False,False,False,False,False,True,0,False,True,True,False,False
80,0.0,39.0,1.0,200.04255319148925,18.0,0.0,5.0,0.0,False,1687.0,False,False,True,False,False,False,False,False,True,False,0,True,False,False,False,True
81,0.0,27.0,0.0,0.0,0.0,57.54103343465031,1168.3161094224927,8.0,True,1075.0,True,False,False,False,False,False,False,False,True,False,0,False,True,False,False,True
82,0.0,17.0,0.0,2947.601823708208,0.0,0.0,0.0,1424.3677811550147,False,151.0,False,False,True,False,False,False,False,True,False,False,0,True,False,False,False,True
83,0.0,24.0,0.0,328.0,0.0,1079.0273556231007,0.0,0.0,True,150.0,True,False,False,False,False,False,False,False,False,True,0,True,False,False,True,False
84,0.0,37.0,0.0,13.0,2.0,0.0,24.0,0.0,False,686.0,True,False,False,True,False,False,False,False,False,False,0,True,False,True,False,False
85,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,False,616.0,True,False,False,False,False,False,False,False,False,True,0,False,True,False,True,False
86,0.0,31.0,0.0,2918.425531914899,894.135258358662,4.0,2394.7203647416413,0.0,False,103.0,False,False,True,False,False,False,False,True,False,False,0,True,False,False,False,True
87,0.0,23.0,0.0,0.0,4653.667173252279,0.0,1.0,0.0,False,421.0,True,False,False,False,False,False,False,True,False,False,0,True,False,False,False,True
88,0.0,17.0,0.0,0.0,0.0,87.0,0.0,0.0,True,1093.0,True,False,False,False,False,False,False,False,False,True,0,False,True,False,False,True
89,0.0,50.0,0.0,0.0,3.0,5750.623100304063,0.0,70.0,True,211.0,False,True,False,False,False,False,False,True,False,False,0,True,False,False,False,True
90,0.0,24.0,0.0,1178.1641337386018,2492.9939209726467,0.0,29.340425531914956,12.796352583586906,False,500.0,False,False,True,False,False,False,False,False,True,False,0,False,True,True,False,False
91,0.0,23.0,0.0,0.0,0.0,0.0,1853.22188449848,1436.8237082066867,True,274.0,False,True,False,False,False,False,True,False,False,False,0,True,False,True,False,False
92,0.0,39.0,0.0,2905.6778115501584,123.36322188449829,7.0,599.0,483.0471124620061,False,103.0,False,False,True,False,False,False,True,False,False,False,0,True,False,False,False,True
93,0.0,21.0,0.0,1590.6504559270543,710.7294832826755,0.0,375.1352583586625,1088.2644376899702,False,98.0,False,True,False,False,False,True,False,False,False,False,0,False,True,False,False,True
94,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,False,335.0,False,True,False,True,False,False,False,False,False,False,0,True,False,False,False,True
95,0.0,26.0,0.0,431.27355623100294,0.0,0.0,865.1276595744678,0.0,True,175.0,False,True,False,False,False,True,False,False,False,False,0,False,True,True,False,False
96,0.0,24.0,0.0,154.2066869300914,768.762917933131,2289.182370820669,0.0,50.0,False,290.0,False,True,False,False,True,False,False,False,False,False,0,False,True,False,False,True
97,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,False,315.0,False,False,True,False,False,False,False,False,True,False,0,True,False,True,False,False
98,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,False,394.0,True,False,False,False,False,False,False,False,False,True,0,True,False,False,True,False
99,0.0,33.0,0.0,419.89209726443767,3.0,730.966565349544,22.0,0.0,True,94.0,True,False,False,False,False,False,False,False,True,False,0,True,False,False,False,True
100,0.0,35.0,0.0,246.31610942249267,1808.4012158054713,0.0,6023.255319148951,206.89665653495499,False,133.0,False,True,False,False,False,True,False,False,False,False,0,False,True,True,False,False
101,0.0,9.0,0.0,0.0,1308.6595744680853,15.735562310030302,0.0,1.0,True,150.0,True,False,False,False,False,False,False,False,False,True,0,True,False,False,False,True
102,0.0,27.0,0.0,0.0,0.0,1025.0,0.0,777.8753799392097,True,66.0,False,True,False,True,False,False,False,False,False,False,0,False,True,False,False,True
103,0.0,40.0,0.0,13.0,0.0,0.0,78.0,3286.610942249239,False,183.0,False,True,False,False,True,False,False,False,False,False,0,False,True,True,False,False
104,0.0,34.0,0.0,0.0,2040.4680851063852,0.0,361.4270516717324,0.0,False,218.0,False,True,False,False,True,False,False,False,False,False,0,False,True,False,False,True
105,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,True,576.0,True,False,False,False,False,False,False,False,False,True,0,True,False,False,False,True
106,0.0,23.0,0.0,325.78571428571433,0.0,0.0,57.0,52.0,True,217.0,True,False,False,False,False,False,False,False,True,False,0,False,True,False,False,True
107,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,True,952.0,True,False,False,False,False,False,False,False,False,True,0,False,True,False,False,True
108,0.0,17.0,0.0,506.0,593.8920972644377,0.0,1.0,1.0,False,1737.0,True,False,False,False,False,False,False,False,True,False,0,True,False,False,False,True
109,0.0,48.0,0.0,2483.7993920972667,0.0,1132.1519756838916,0.0,0.0,False,1894.0,False,False,True,False,False,False,False,False,True,False,0,False,True,False,False,True
110,0.0,31.0,0.0,0.0,0.0,594.0,0.0,2.0,False,1894.0,True,False,False,False,False,False,False,False,True,False,0,True,False,False,False,True
111,0.0,17.0,0.0,0.0,763.0,0.0,2.0,0.0,False,208.0,True,False,False,False,False,False,False,False,False,True,0,False,True,False,False,True
112,0.0,68.0,0.0,0.0,2324.797872340426,29.0,3728.0395136778143,173.0,False,201.0,False,True,False,False,False,True,False,False,False,False,0,True,False,True,False,False
113,0.0,30.0,0.0,59.0,10027.84498480243,0.0,0.0,200.60638297872342,True,246.0,False,True,False,False,True,False,False,False,False,False,0,True,False,True,False,False
114,0.0,20.0,0.0,0.0,0.0,0.0,56.0,643.9376899696049,False,1135.0,True,False,False,False,False,False,False,False,True,False,0,False,True,False,False,True
115,0.0,42.0,0.0,257.9756838905777,33.0,310.0,91.0,22.0,False,845.0,False,False,True,False,False,False,False,False,True,False,0,True,False,False,False,True
116,0.0,32.0,0.0,42.0,495.0,901.7993920972648,0.0,4909.978723404255,False,88.0,False,True,False,False,True,False,False,False,False,False,0,False,True,True,False,False
117,0.0,17.0,0.0,3.0,1475.5471124620062,0.0,356.0,1.0,True,0.0,False,True,False,False,False,False,True,False,False,False,0,True,False,False,False,True
118,1.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,True,117.0,False,True,False,False,True,False,False,False,False,False,0,True,False,False,False,True
119,0.0,31.0,0.0,0.0,218.0,0.0,0.0,0.0,False,325.0,False,True,False,True,False,False,False,False,False,False,0,False,True,False,False,True
120,0.0,26.0,0.0,47.28115501519785,35.0,0.0,534.6063829787261,2415.2948328267466,False,1434.0,True,False,False,False,False,False,False,False,False,True,0,False,True,False,False,True
121,0.0,58.0,0.0,0.0,737.2203647416414,0.0,0.0,0.0,True,0.0,False,False,True,False,False,False,False,False,True,False,0,False,True,True,False,False
122,0.0,66.0,0.0,0.0,3175.9164133738636,0.0,0.0,0.0,False,1532.0,True,False,False,False,False,False,False,False,True,False,0,True,False,False,False,True
123,0.0,11.0,0.0,0.0,0.0,137.1930091185409,0.0,0.0,True,253.0,True,False,False,False,False,False,False,True,False,False,0,True,False,False,False,True
124,0.0,48.0,0.0,2092.635258358661,0.0,0.0,732.9939209726442,67.0,False,1894.0,False,False,True,False,False,False,False,False,True,False,0,True,False,False,False,True
125,0.0,27.0,0.0,0.0,0.0,7.0,2435.2887537993925,0.0,True,708.0,True,False,False,False,False,False,False,False,False,True,0,True,False,False,False,True
126,0.0,27.0,0.0,540.1702127659574,224.7173252279637,356.0,0.0,0.0,True,1229.0,True,False,False,False,False,False,False,False,True,False,0,False,True,False,False,True
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1373.0,True,False,False,False,False,False,False,False,True,False,0,False,True,False,True,False
128,0.0,57.0,0.0,577.0,380.0471124620061,0.0,393.8434650455926,0.0,False,1204.0,False,False,True,False,False,False,False,False,True,False,0,False,True,False,False,True
129,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,True,150.0,False,False,True,False,False,False,True,False,False,False,0,True,False,False,False,True
130,0.0,27.0,0.0,0.0,299.1641337386017,363.0,139.4468085106383,0.0,True,692.0,False,False,True,False,False,False,False,False,True,False,0,False,True,False,False,True
131,0.0,32.0,0.0,2326.920972644374,36.0,0.0,61.52583586626149,0.0,False,233.0,False,False,True,False,False,False,True,False,False,False,0,True,False,False,False,True
132,0.0,31.0,1.0,1310.65349544073,2110.2644376899693,0.0,769.0,0.0,False,449.0,False,True,False,False,False,True,False,False,False,False,0,False,True,True,False,False
133,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1366.0,True,False,False,False,False,False,False,False,False,True,0,True,False,False,False,True
134,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,True,215.0,False,True,False,False,False,True,False,False,False,False,0,False,True,False,False,True
135,0.0,39.0,0.0,33.0,0.0,0.0,5.0,4.0,False,850.0,True,False,False,False,False,False,False,False,True,False,0,True,False,False,False,True
136,0.0,62.0,0.0,0.0,3481.819148936172,0.0,0.0,113.0,False,533.0,True,False,False,False,False,False,False,False,False,True,0,False,True,False,False,True
137,0.0,34.0,0.0,0.0,0.0,2843.8571428571545,167.0,19.0,True,371.0,False,False,True,False,False,False,False,False,True,False,0,False,True,False,False,True
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,838.0,False,False,True,False,False,False,False,False,True,False,0,False,True,False,False,True
139,0.0,24.0,0.0,1185.2066869300913,71.0,859.0,0.0,754.0,False,1059.0,True,False,False,False,False,False,False,False,True,False,0,False,True,True,False,False
140,0.0,59.0,0.0,0.0,0.0,0.0,24.0,98.8100303951371,False,132.0,True,False,False,False,False,False,False,False,True,False,0,True,False,False,False,True
141,0.0,27.0,1.0,106.0,0.0,719.0,0.0,0.0,False,959.0,False,False,True,False,False,False,False,False,True,False,0,False,True,False,False,True
142,0.0,29.0,1.0,1.0,4389.237082066864,6.0,951.0,224.0,True,131.0,False,True,False,False,False,True,False,False,False,False,0,True,False,False,True,False
143,0.0,28.0,0.0,126.0,0.0,11.0,233.50759878419527,0.0,False,664.0,False,False,True,False,False,False,False,False,True,False,0,True,False,False,False,True
144,0.0,17.0,0.0,0.0,169.0,0.0,0.0,629.0,True,192.0,False,True,False,False,False,False,False,True,False,False,0,False,True,False,True,False
145,0.0,46.0,1.0,0.0,6.0,0.0,25.0,7619.13981762918,False,52.0,False,True,False,False,True,False,False,False,False,False,0,True,False,False,False,True
146,0.0,69.0,0.0,0.0,592.0,0.0,5571.255319148939,0.0,False,0.0,False,True,False,False,False,True,False,False,False,False,0,True,False,False,False,True
147,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,True,548.0,True,False,False,False,False,False,False,False,False,True,0,False,True,False,False,True
148,0.0,12.0,0.0,1215.7021276595742,0.0,0.0,0.0,7.0,False,212.0,True,False,False,False,False,False,False,False,True,False,0,True,False,True,False,False
149,0.0,47.0,0.0,35.0,3095.000000000004,0.0,254.63525835866326,0.0,False,280.0,False,False,True,False,False,False,False,False,True,False,0,True,False,True,False,False
150,0.0,39.0,0.0,0.0,839.8389057750758,0.0,0.0,633.0,False,984.0,True,False,False,False,False,False,False,False,True,False,0,True,False,False,True,False
151,0.0,36.0,0.0,0.0,625.276595744681,0.0,15.0,0.0,False,205.0,False,True,False,True,False,False,False,False,False,False,0,True,False,True,False,False
152,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,False,788.0,False,False,True,False,False,False,False,False,True,False,0,True,False,False,False,True
153,0.0,50.0,0.0,0.0,0.0,21.0,27.0,10.0,False,1215.0,True,False,False,False,False,False,False,False,False,True,0,True,False,False,False,True
154,0.0,16.0,0.0,90.0,0.0,0.0,0.0,0.0,False,1268.0,True,False,False,False,False,False,False,False,False,True,0,False,True,False,False,True
155,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,True,283.0,False,False,True,False,False,False,False,False,True,False,0,True,False,False,False,True
156,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,True,266.0,False,True,False,False,False,True,False,False,False,False,0,False,True,True,False,False
157,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,True,250.0,False,True,False,False,False,True,False,False,False,False,0,False,True,False,False,True
158,0.0,48.0,0.0,1179.699088145897,599.2340425531916,0.0,0.0,714.0,False,343.0,True,False,False,False,False,False,False,False,False,True,0,True,False,False,False,True
159,0.0,4.0,0.0,0.0,83.0,0.0,0.0,0.0,False,1089.0,True,False,False,False,False,False,False,False,False,True,0,False,True,False,False,True
160,0.0,18.0,0.0,2502.0,20.0,0.0,20.0,0.0,False,1369.0,True,False,False,False,False,False,False,False,False,True,0,True,False,False,False,True
161,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,True,376.0,False,True,False,False,False,False,False,True,False,False,0,False,True,False,False,True
162,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,True,1149.0,True,False,False,False,False,False,False,False,False,True,0,True,False,False,False,True
163,0.0,32.0,0.0,62.77355623100318,440.0,6.0,0.0,0.0,False,0.0,True,False,False,False,False,False,False,False,True,False,0,True,False,False,False,True
164,0.0,26.0,0.0,0.0,0.0,1227.1063829787263,0.0,622.0,True,646.0,True,False,False,False,False,False,False,False,False,True,0,False,True,False,True,False
165,0.0,52.0,0.0,4.0,0.0,2916.659574468084,53.0,0.0,False,201.0,True,False,False,False,False,False,False,False,True,False,0,True,False,False,False,True
166,0.0,62.0,0.0,2209.0,0.0,170.0,0.0,844.6854103343467,False,38.0,False,True,False,False,False,True,False,False,False,False,0,False,True,True,False,False
167,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,False,False,True,False,False,False,False,False,True,False,0,True,False,False,False,True
168,0.0,25.0,0.0,4212.62613981763,603.0881458966569,0.0,2.0,5.0,False,1626.0,True,False,False,False,False,False,False,False,True,False,0,False,True,True,False,False
169,1.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,True,173.0,False,True,False,False,True,False,False,False,False,False,0,True,False,True,False,False
170,0.0,19.0,0.0,0.0,0.0,880.0,33.0,35.74012158054754,False,843.0,True,False,False,False,False,False,False,False,True,False,0,False,True,False,False,True
171,0.0,66.0,0.0,483.0,0.0,56.0,0.0,16.0,False,259.0,True,False,False,False,False,False,True,False,False,False,0,False,True,False,False,True
172,0.0,34.0,0.0,0.0,0.0,0.0,0.0,594.0,False,1398.0,True,False,False,False,False,False,False,False,True,False,0,True,False,False,False,True
173,0.0,6.0,0.0,0.0,0.0,32.0,64.0,0.0,False,1565.0,False,False,True,False,False,False,False,False,True,False,0,False,True,False,False,True
174,0.0,27.0,0.0,0.0,0.0,16.0,0.0,0.0,True,365.0,True,False,False,False,False,False,False,True,False,False,0,True,False,False,False,True
175,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,True,201.0,False,True,False,False,True,False,False,False,False,False,0,False,True,False,False,True
176,0.0,35.0,0.0,0.0,0.0,833.2340425531921,306.6413373860181,0.0,True,64.0,False,True,False,False,True,False,False,False,False,False,0,True,False,False,False,True
177,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,True,139.0,False,False,True,False,False,False,False,False,True,False,0,False,True,False,False,True
